6/10/2000,"Menasha, Wisconsin",,,Drums In The Hood,,,,,,,,
SpiritofAtlanta,11.30,12.00,23.30,11.90,11.30,10.20,16.70,12.10,10.20,12.30,17.30,57.30
KiwanisKavaliers,11.00,9.50,20.50,11.60,9.70,9.40,15.35,11.10,7.10,9.90,14.05,49.90
TampaBayThunder,9.40,10.00,19.40,10.50,10.00,10.60,15.55,11.10,10.10,11.50,16.35,51.30
TealSound,6.70,7.80,14.50,6.80,6.70,8.40,10.95,8.20,4.40,7.90,10.25,35.70
,,,,,,,,,,,,
6/28/2000,"Mankato, Minnesota",,,Mankato Still Has a Show,,,,,,,,4
,General Effect 1,General Effect 2,,Visual Proficiency,Visual Analysis,Color Guard, ,Brass,Music Analysis,Percussion,,Total
PhantomRegiment,14.60,15.30,29.90,13.90,14.40,15.90,22.10,15.10,15.30,15.00,22.70,74.70
MadisonScouts,14.40,15.10,29.50,14.60,15.70,14.40,22.35,15.40,14.80,14.80,22.30,74.15
Colts,13.00,13.20,26.20,12.70,13.70,13.30,19.85,12.30,13.60,12.60,19.25,65.30
BlueStars,10.80,9.30,20.10,10.80,9.40,11.30,15.75,11.10,9.90,9.10,15.05,50.90
CapitalRegiment,9.20,9.00,18.20,10.60,10.30,10.30,15.60,7.90,8.80,10.20,13.45,47.25
Govenaires,9.90,9.50,19.40,8.60,9.20,11.10,14.45,7.30,9.50,6.70,11.75,45.60
"Chops,Inc.",6.30,6.70,13.00,3.80,7.90,5.50,8.60,6.80,6.30,5.90,9.50,31.10
DecorahKilties,3.30,2.90,6.20,2.80,4.80,3.20,5.40,4.60,5.40,3.80,5.40,17.00
,,,,,,,,,,,,
6/28/2000,"Wausau, Wisconsin",,,Whisping Winds of Wausau,,,,,,,,4
,General Effect 1,General Effect 2,,Visual Proficiency,Visual Analysis,Color Guard, ,Brass,Music Analysis,Percussion,,Total
TheCavaliers,15.50,15.50,31.00,15.70,15.50,16.10,23.65,17.20,15.90,15.60,24.35,79.00
Bluecoats,14.20,12.90,27.10,13.60,13.40,13.60,20.30,15.10,14.90,14.70,22.35,69.75
Southwind,13.00,11.30,24.30,13.90,13.30,10.70,18.95,13.30,13.80,12.70,19.90,63.15
Pioneer,11.50,10.70,22.20,11.60,12.90,8.50,16.50,12.80,13.30,12.20,19.15,57.85
TarheelSun,12.10,9.20,21.30,10.50,10.90,7.70,14.55,10.70,12.30,10.70,16.85,52.70
Americanos,10.40,10.20,20.60,9.20,9.80,8.00,13.50,10.30,10.80,11.40,16.25,50.35
CincinnatiGlory,9.50,7.70,17.20,10.00,10.30,8.90,14.60,11.20,10.20,10.90,16.15,47.95
DeltaBrigade,7.30,5.00,12.30,8.10,5.80,3.80,8.75,6.00,6.50,6.90,9.70,30.75
Bandettes,6.90,4.20,11.10,7.80,5.80,3.70,8.65,3.60,5.30,5.10,7.00,26.75
,,,,,,,,,,,,
6/29/2000,"Lynchburg, Virginia",,,Get Lynched with Brass and Drums,,,,,,,,5
,General Effect 1,General Effect 2,,Visual Proficiency,Visual Analysis,Color Guard, ,Brass,Music Analysis,Percussion,,Total
TheCadets,16.00,16.10,32.10,16.00,16.40,16.70,24.55,16.00,16.00,14.90,23.45,80.10
Crossmen,13.90,13.80,27.70,13.60,13.90,14.40,20.95,14.00,13.80,13.40,20.60,69.25
CarolinaCrown,13.50,14.50,28.00,13.90,13.80,13.30,20.50,13.40,13.30,14.10,20.40,68.90
SpiritofAtlanta,11.20,12.20,23.40,11.90,11.80,10.50,17.50,12.10,11.80,11.50,17.70,58.20
KiwanisKavaliers,9.60,9.30,18.90,11.40,9.20,9.00,14.80,9.70,9.60,8.60,13.95,47.65
ScenicCity,5.80,5.10,10.90,6.30,5.30,4.80,8.20,5.00,5.50,6.00,8.25,27.35
,,,,,,,,,,,,
6/30/2000,"Elkton, Maryland",,,DCI Elkton,,,,,,,,6
,General Effect 1,General Effect 2,,Visual Proficiency,Visual Analysis,Color Guard, ,Brass,Music Analysis,Percussion,,Total
TheCadets,15.50,15.40,30.90,15.90,16.10,16.80,24.40,16.20,16.10,15.50,23.90,79.20
Crossmen,14.20,13.50,27.70,13.20,14.70,14.90,21.40,13.40,13.90,13.80,20.55,69.65
CarolinaCrown,13.40,13.10,26.50,13.40,14.00,13.60,20.50,13.70,13.70,14.00,20.70,67.70
SpiritofAtlanta,10.10,10.20,20.30,11.70,10.30,8.70,15.35,11.90,10.70,11.80,17.20,52.85
KiwanisKavaliers,10.60,10.50,21.10,10.10,10.30,7.80,14.10,9.40,8.90,9.00,13.65,48.85
JerseySurf,8.90,9.90,18.80,10.20,9.10,9.00,14.15,9.20,9.80,9.40,14.20,47.15
,,,,,,,,,,,,
6/30/2000,"LaCrosse, Wisconsin",,,Blue Stars Home Show,,,,,,,,6
,General Effect 1,General Effect 2,,Visual Proficiency,Visual Analysis,Color Guard, ,Brass,Music Analysis,Percussion,,Total
MadisonScouts,15.00,15.00,30.00,15.50,15.10,13.90,22.25,15.50,15.60,14.80,22.95,75.20
PhantomRegiment,14.70,15.30,30.00,14.50,14.60,14.30,21.70,15.30,15.40,15.20,22.95,74.65
Colts,13.40,13.30,26.70,13.10,14.00,12.40,19.75,12.60,13.80,13.30,19.85,66.30
BlueStars,10.90,10.50,21.40,11.70,10.50,10.10,16.15,11.20,9.90,11.00,16.05,53.60
CapitalSound,10.70,11.80,22.50,10.30,9.00,8.50,13.90,10.80,9.60,10.70,15.55,51.95
CapitalRegiment,9.90,9.40,19.30,11.30,9.30,8.70,14.65,8.10,8.80,11.20,14.05,48.00
Govenaires,10.30,9.70,20.00,9.90,9.70,8.90,14.25,8.40,9.20,7.00,12.30,46.55
ColtCadets,6.30,5.40,11.70,5.10,6.70,3.00,7.40,5.40,5.20,5.50,8.05,27.15
DecorahKilties,5.70,4.70,10.40,3.60,4.40,2.40,5.20,4.70,4.60,7.90,7.10,22.70
,,,,,,,,,,,,
6/30/2000,"Streator, Illinois",,,Drums on the Street,,,,,,,,6
,General Effect 1,General Effect 2,,Visual Proficiency,Visual Analysis,Color Guard, ,Brass,Music Analysis,Percussion,,Total
TheCavaliers,16.10,16.10,32.20,15.90,15.90,16.60,24.20,15.80,15.00,15.70,23.25,79.65
Bluecoats,14.50,14.10,28.60,14.00,13.90,14.50,21.20,14.90,14.50,13.40,21.40,71.20
Southwind,13.00,12.00,25.00,13.00,13.50,12.90,19.70,11.60,11.80,13.10,18.25,62.95
Pioneer,12.60,12.50,25.10,12.50,12.80,12.60,18.95,10.90,11.50,12.60,17.50,61.55
TarheelSun,12.30,11.50,23.80,11.00,11.40,11.20,16.80,10.20,10.60,10.80,15.80,56.40
Americanos,11.00,9.90,20.90,9.90,8.90,10.80,14.80,8.00,10.20,10.20,14.20,49.90
CincinnatiGlory,10.10,9.60,19.70,8.80,9.60,12.70,15.55,8.80,9.40,9.50,13.85,49.10
Bandettes,7.50,7.00,14.50,6.90,6.30,8.60,10.90,6.40,7.10,5.80,9.65,35.05
JolietKingsmen,7.30,5.30,12.60,3.60,4.70,6.80,7.55,5.00,4.30,4.90,7.10,27.25
,,,,,,,,,,,,
6/30/2000,"Stockton, California",,,DCI Stockton,,,,,,,,6
,General Effect 1,General Effect 2,,Visual Proficiency,Visual Analysis,Color Guard, ,Brass,Music Analysis,Percussion,,Total
SantaClaraVanguard,15.20,15.70,30.90,15.00,15.20,15.70,22.95,16.70,15.30,14.80,23.40,77.25
Glassmen,15.40,14.90,30.30,15.20,15.60,15.90,23.35,16.90,14.80,15.40,23.55,77.20
BlueKnights,15.00,15.30,30.30,14.50,14.70,14.10,21.65,16.30,14.40,15.80,23.25,75.20
Troopers,11.10,12.20,23.30,10.90,11.80,11.00,16.85,12.80,12.30,12.30,18.70,58.85
PacificCrest,15.70,15.70,31.40,14.40,16.20,15.30,22.95,16.10,15.00,15.20,23.15,77.50
Mandarins,14.70,15.00,29.70,14.70,15.70,14.00,22.20,16.60,14.00,15.40,23.00,74.90
VanguardCadets,14.20,14.70,28.90,14.00,15.00,13.70,21.35,16.80,13.30,14.70,22.40,72.65
BlueDevilsB,14.10,12.80,26.90,13.20,13.70,14.50,20.70,13.20,12.60,12.40,19.10,66.70
Esperanza,13.00,10.70,23.70,9.20,11.60,12.50,16.65,14.50,12.20,12.80,19.75,60.10
WestCoastSound,13.50,11.70,25.20,9.70,12.40,11.30,16.70,13.80,10.90,9.40,17.05,58.95
SeattleCascades,12.80,11.40,24.20,12.90,12.00,7.40,16.15,12.80,11.10,10.70,17.30,57.65
Impulse,12.70,10.30,23.00,11.10,11.30,10.90,16.65,14.10,9.50,12.20,17.90,57.35
Renegades,10.20,12.40,22.60,8.30,11.20,8.00,13.75,14.00,13.00,8.90,17.95,54.30
